"행정구역별(읍면동)",2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"행정구역별(읍면동)",총인구 (명),남자 (명),여자 (명),내국인-계 (명),내국인-남자 (명),내국인-여자 (명),외국인-계 (명),외국인-남자 (명),외국인-여자 (명),가구-계 (가구),일반가구 (가구),집단가구 (가구),외국인가구 (가구),주택-계 (호),단독주택 (호),아파트 (호),연립주택 (호),다세대주택 (호),비거주용 건물내 주택 (호),주택이외의 거처 (호)
"읍부",508391,262497,245894,486645,249497,237148,21746,13000,8746,223815,216932,271,6612,220084,66540,127106,9403,13480,3555,8683
"면부",657451,345405,312046,607188,312608,294580,50263,32797,17466,297773,284050,568,13155,297591,194164,86524,4805,8844,3254,11888
"동부",1027372,520213,507159,990762,501905,488857,36610,18308,18302,444431,430388,295,13748,377260,46309,296901,9721,19811,4518,18950
"천안시",687951,352490,335461,656387,334581,321806,31564,17909,13655,298461,287513,282,10666,248378,33427,192378,6458,13401,2714,16717
"동남구",273967,138959,135008,260263,131035,129228,13704,7924,5780,118250,113562,155,4533,100707,19479,69213,4102,6492,1421,3596
"서북구",413984,213531,200453,396124,203546,192578,17860,9985,7875,180211,173951,127,6133,147671,13948,123165,2356,6909,1293,13121
"공주시",106038,52554,53484,103177,51046,52131,2861,1508,1353,47780,46899,71,810,46008,23695,18894,1299,1362,758,1565
"보령시",96511,49983,46528,92311,46793,45518,4200,3190,1010,44432,43622,52,758,45496,22463,19444,1617,1100,872,1423
"아산시",363197,190920,172277,331879,172391,159488,31318,18529,12789,151159,140653,162,10344,136936,25506,103206,2088,5059,1077,5695
"서산시",177947,93033,84914,171437,89398,82039,6510,3635,2875,78673,76382,68,2223,76189,23351,45034,2104,4854,846,2112
"논산시",116852,58364,58488,110732,55331,55401,6120,3033,3087,52370,50599,98,1673,48963,27631,17982,1304,1320,726,1989
"계룡시",42416,21121,21295,42140,21004,21136,276,117,159,16872,16790,14,68,18660,1496,16320,372,421,51,339
"당진시",171192,92031,79161,162463,86434,76029,8729,5597,3132,76413,73500,85,2828,70195,23113,39790,2298,4205,789,2230
"금산군",52399,26168,26231,49183,24606,24577,3216,1562,1654,24214,23275,61,878,23736,15995,5580,610,1148,403,1148
"부여군",61481,30439,31042,59612,29461,30151,1869,978,891,28923,28539,46,338,29500,22161,4978,942,899,520,813
"서천군",49509,24797,24712,47641,23398,24243,1868,1399,469,23504,23132,38,334,26095,18309,4973,1280,1073,460,748
"청양군",29761,15154,14607,28787,14630,14157,974,524,450,14075,13844,25,206,14236,11472,1777,308,490,189,572
"홍성군",100339,50423,49916,96618,48015,48603,3721,2408,1313,44051,43014,51,986,43461,19950,19771,852,2110,778,1735
"예산군",76967,39139,37828,73767,37005,36762,3200,2134,1066,35856,34960,53,843,37686,20498,12856,1393,2401,538,1324
"태안군",60654,31499,29155,58461,29917,28544,2193,1582,611,29236,28648,28,560,29396,17946,7548,1004,2292,606,1111
"전라북도",1774248,885708,888540,1729520,861385,868135,44728,24323,20405,791720,777680,754,13286,755382,279159,432466,17774,15122,10861,20840
"읍부",155295,78196,77099,149523,75054,74469,5772,3142,2630,67997,66257,99,1641,67464,29954,31904,3030,1431,1145,2293
"면부",342004,171731,170273,330963,164890,166073,11041,6841,4200,166207,163768,258,2181,176827,156649,14527,1994,1400,2257,7719
"동부",1276949,635781,641168,1249034,621441,627593,27915,14340,13575,557516,547655,397,9464,511091,92556,386035,12750,12291,7459,10828
"전주시",665884,328855,337029,653683,323098,330585,12201,5757,6444,287680,282885,171,4624,246860,41276,190534,4983,7051,3016,5338
"완산구",338570,165453,173117,332841,162786,170055,5729,2667,3062,148849,146694,90,2065,126778,20595,99881,2218,2542,1542,2413
"덕진구",327314,163402,163912,320842,160312,160530,6472,3090,3382,138831,136191,81,2559,120082,20681,90653,2765,4509,1474,2925
"군산시",266438,135830,130608,257833,130466,127367,8605,5364,3241,118335,115636,98,2601,119129,28812,82793,4295,1410,1819,2662
"익산시",277030,138823,138207,270225,135310,134915,6805,3513,3292,122633,120485,127,2021,118949,34236,76428,2867,3399,2019,2789
"정읍시",103255,51545,51710,99626,49355,50271,3629,2190,1439,47815,46936,69,810,48397,25930,20541,580,549,797,1649
"남원시",75259,36710,38549,73943,36155,37788,1316,555,761,34879,34509,35,335,35053,20587,13051,469,314,632,1132
"김제시",78277,38997,39280,75666,37202,38464,2611,1795,816,36264,35702,58,504,38430,24268,12421,1023,250,468,1496
"완주군",94771,48623,46148,90241,46038,44203,4530,2585,1945,41263,39938,68,1257,40787,19650,19869,335,520,413,1592
"진안군",22645,11354,11291,22140,11155,10985,505,199,306,10977,10857,15,105,10972,9196,1071,535,26,144,542
"무주군",22296,11104,11192,21852,10898,10954,444,206,238,10873,10770,12,91,11219,8925,1660,191,258,185,466
"장수군",20036,9980,10056,19542,9754,9788,494,226,268,9603,9480,10,113,9595,8145,804,334,133,179,403
"임실군",24922,12577,12345,24470,12386,12084,452,191,261,12486,12387,13,86,12889,10532,1852,183,192,130,471
"순창군",25279,12324,12955,24798,12129,12669,481,195,286,11838,11728,17,93,13000,10830,1529,311,159,171,422
"고창군",50784,25337,25447,49331,24516,24815,1453,821,632,24247,23836,32,379,25472,19499,3900,1299,384,390,922
"부안군",47372,23649,23723,46170,22923,23247,1202,726,476,22827,22531,29,267,24630,17273,6013,369,477,498,956
"전라남도",1771431,896174,875257,1721873,864610,857263,49558,31564,17994,797720,784645,991,12084,824065,400085,381917,17670,11303,13090,29719
"읍부",439435,222490,216945,423246,211907,211339,16189,10583,5606,191900,187178,327,4395,192387,84148,92700,7189,4527,3823,9559
"면부",559118,281715,277403,540703,269274,271429,18415,12441,5974,271211,267025,390,3796,294526,251562,36242,2184,1311,3227,10607
"동부",772878,391969,380909,757924,383429,374495,14954,8540,6414,334609,330442,274,3893,337152,64375,252975,8297,5465,6040,9553
"목포시",219625,110070,109555,215035,107278,107757,4590,2792,1798,97249,95985,96,1168,97311,20991,71014,1842,1829,1635,3315
"여수시",268139,138403,129736,261126,133371,127755,7013,5032,1981,117279,115438,120,1721,118605,37912,74312,1985,1764,2632,2882
"순천시",272085,135443,136642,268936,133936,135000,3149,1507,1642,115536,114578,77,881,116723,31939,79692,1723,1543,1826,2088
"나주시",114785,57550,57235,110800,55267,55533,3985,2283,1702,51811,50878,74,859,54445,24161,28827,461,517,479,3252
"광양시",145926,76212,69714,143581,75104,68477,2345,1108,1237,61803,61173,56,574,66448,13716,47884,2995,870,983,1149
"담양군",43572,21585,21987,42239,20901,21338,1333,684,649,19131,18842,43,246,19612,16080,2504,325,352,351,958
"곡성군",26454,13118,13336,25822,12757,13065,632,361,271,13052,12901,22,129,13591,11524,1234,441,191,201,453
"구례군",23165,11185,11980,22867,11089,11778,298,96,202,11284,11198,13,73,12046,10111,1338,252,135,210,404
"고흥군",58630,28768,29862,57025,27750,29275,1605,1018,587,30489,30107,29,353,34814,28242,3953,875,1280,464,963
"보성군",36244,17496,18748,35610,17244,18366,634,252,382,18205,18073,26,106,19716,16305,2592,498,115,206,634
"화순군",59822,29015,30807,58627,28453,30174,1195,562,633,26753,26435,44,274,29873,15373,13814,299,76,311,933
"장흥군",33638,16375,17263,32888,16033,16855,750,342,408,16633,16470,17,146,17640,13919,2531,725,156,309,642
"강진군",31476,15293,16183,30837,14973,15864,639,320,319,15510,15343,33,134,17417,13800,2372,575,361,309,638
"해남군",62360,31244,31116,60286,29930,30356,2074,1314,760,29878,29277,44,557,31325,24240,5858,469,207,551,1124
"영암군",56287,30693,25594,49637,25775,23862,6650,4918,1732,26447,24392,48,2007,27075,15051,10709,620,391,304,1105
"무안군",90630,45883,44747,88111,44417,43694,2519,1466,1053,38379,37810,53,516,36512,18348,16796,623,309,436,4398
"함평군",29048,14561,14487,28084,14006,14078,964,555,409,13978,13772,34,172,15072,13100,1383,256,117,216,689
"영광군",49323,24667,24656,48038,23891,24147,1285,776,509,22811,22451,41,319,23531,15229,6533,1065,326,378,1028
"장성군",40266,20367,19899,38891,19527,19364,1375,840,535,18033,17739,28,266,19289,13784,4592,531,94,288,790
"완도군",46863,24825,22038,43540,22019,21521,3323,2806,517,22083,21221,35,827,22236,18122,2523,673,389,529,1026
"진도군",28945,15093,13852,26878,13389,13489,2067,1704,363,14138,13616,17,505,14243,12069,1417,337,202,218,549
"신안군",34148,18328,15820,33015,17500,15515,1133,828,305,17238,16946,41,251,16541,16069,39,100,79,254,699
"경상북도",2620373,1327631,1292742,2542225,1280814,1261411,78148,46817,31331,1189287,1166306,1217,21764,1108186,455997,555358,30833,47167,18831,36867
"읍부",647531,332277,315254,622575,316701,305874,24956,15576,9380,285065,277928,295,6842,265899,96916,144611,7269,12519,4584,8201
"면부",585666,295492,290174,565089,281082,284007,20577,14410,6167,290239,286038,487,3714,308058,255959,37671,4888,5359,4181,14829
"동부",1387176,699862,687314,1354561,683031,671530,32615,16831,15784,613983,602340,435,11208,534229,103122,373076,18676,29289,10066,13837
"포항시",496608,252637,243971,488155,247578,240577,8453,5059,3394,216673,214645,150,1878,202515,45916,132554,8618,11405,4022,3898
"남구",227243,118920,108323,222729,115970,106759,4514,2950,1564,100969,99834,71,1064,90463,23574,52930,4428,7568,1963,1925
"북구",269365,133717,135648,265426,131608,133818,3939,2109,1830,115704,114811,79,814,112052,22342,79624,4190,3837,2059,1973
"경주시",259674,131678,127996,243233,121721,121512,16441,9957,6484,119353,113877,99,5377,110705,46085,52697,3542,6229,2152,4756
"김천시",137698,69099,68599,134097,67012,67085,3601,2087,1514,62082,61083,97,902,61174,26461,31233,1478,1047,955,2702
"안동시",156025,77217,78808,153947,76282,77665,2078,935,1143,72567,71913,75,579,70133,31103,34884,1530,1305,1311,2300
"구미시",409171,211489,197682,402717,208038,194679,6454,3451,3003,177227,174947,125,2155,152734,25103,113141,3711,8996,1783,3973
"영주시",101521,50654,50867,100139,49993,50146,1382,661,721,46297,45918,49,330,43295,20970,17980,1650,1476,1219,1469
"영천시",99741,51094,48647,95774,48348,47426,3967,2746,1221,47154,46283,86,785,46168,22780,20661,936,1153,638,2328
"상주시",93208,46019,47189,91517,45256,46261,1691,763,928,44208,43721,61,426,44506,29562,12559,360,1243,782,1667
"문경시",67515,33131,34384,66526,32652,33874,989,479,510,31856,31556,37,263,30792,19561,7698,1311,1428,794,1154
"경산시",295543,148992,146551,280075,139995,140080,15468,8997,6471,129652,124164,107,5381,102223,22620,74342,1019,3250,992,2805
"군위군",21797,11194,10603,21204,10767,10437,593,427,166,11312,11185,14,113,11053,9754,635,162,332,170,596
"의성군",47775,23322,24453,46985,22896,24089,790,426,364,24665,24455,39,171,26193,22505,2189,371,735,393,838
"청송군",23173,11547,11626,22730,11371,11359,443,176,267,12040,11930,16,94,12602,9893,1610,189,624,286,521
"영양군",15333,7589,7744,14984,7479,7505,349,110,239,7855,7763,7,85,8295,7088,466,157,476,108,230
"영덕군",33516,16283,17233,32152,15238,16914,1364,1045,319,17189,16920,18,251,18373,14620,1645,880,762,466,614
"청도군",40045,19395,20650,38668,18810,19858,1377,585,792,19507,19309,40,158,21899,18346,2244,362,651,296,812
"고령군",30142,15833,14309,28004,14141,13863,2138,1692,446,14094,13676,25,393,13859,9035,3896,193,509,226,940
"성주군",40851,21423,19428,38697,19804,18893,2154,1619,535,19289,18796,32,461,17279,14907,1360,311,346,355,1274
"칠곡군",113549,59460,54089,108639,56250,52389,4910,3210,1700,50128,48734,67,1327,44031,14396,25412,630,2850,743,1838
"예천군",54448,26636,27812,53681,26330,27351,767,306,461,25262,25070,22,170,27760,16086,10406,377,602,289,673
"봉화군",28798,14360,14438,28309,14198,14111,489,162,327,14358,14243,19,96,15409,12188,1777,834,414,196,507
"울진군",45954,23960,21994,43906,22188,21718,2048,1772,276,22198,21870,25,303,24172,14666,5787,2012,1229,478,659
"울릉군",8288,4619,3669,8086,4467,3619,202,152,50,4321,4248,7,66,3016,2352,182,200,105,177,313
"경상남도",3280829,1664969,1615860,3184526,1602556,1581970,96303,62413,33890,1420266,1392608,1158,26500,1311971,416190,814296,26485,37464,17536,49949
"읍부",496226,249468,246758,483034,241646,241388,13192,7822,5370,206748,202833,174,3741,198357,56299,128166,5039,5946,2907,6315
"면부",678701,347112,331589,646444,322781,323663,32257,24331,7926,315641,308231,503,6907,333824,228384,92223,4157,4268,4792,13512
"동부",2105902,1068389,1037513,2055048,1038129,1016919,50854,30260,20594,897877,881544,481,15852,779790,131507,593907,17289,27250,9837,30122
"진주시",351119,174881,176238,344750,171237,173513,6369,3644,2725,152900,150980,115,1805,131902,41501,84606,1177,2248,2370,4065
"통영시",123006,63463,59543,117897,59263,58634,5109,4200,909,55319,54109,55,1155,52436,19126,29908,1239,1192,971,1875
"사천시",109350,56209,53141,105243,53084,52159,4107,3125,982,49053,48150,65,838,49680,20324,25826,1643,846,1041,1541
"김해시",547313,280568,266745,521428,262898,258530,25885,17670,8215,222179,214436,135,7608,196704,27242,154283,1952,11564,1663,7736
"밀양시",101574,49645,51929,97532,48037,49495,4042,1608,2434,48323,47331,49,943,49926,27885,18786,1055,1278,922,1539
"거제시",236686,125420,111266,228887,120120,108767,7799,5300,2499,98991,96780,78,2133,99916,22731,69398,3693,2657,1437,2477
"양산시",352842,177197,175645,344180,171784,172396,8662,5413,3249,148033,145390,86,2557,139206,14946,119094,1171,2909,1086,3732
"창원시",1016751,516307,500444,997563,505016,492547,19188,11291,7897,432766,426408,252,6106,367588,75696,269070,9839,8916,4067,18620
"의창구",215053,109515,105538,210752,107115,103637,4301,2400,1901,91719,90177,50,1492,69608,18481,45418,2022,2809,878,3045
"성산구",246438,126896,119542,241639,123837,117802,4799,3059,1740,102056,100454,60,1542,86185,7550,77548,536,59,492,7508
"마산합포구",179191,89165,90026,176450,87560,88890,2741,1605,1136,79256,78501,65,690,70896,21232,45708,1464,1251,1241,4154
"마산회원구",183667,91474,92193,180822,89947,90875,2845,1527,1318,77953,77049,41,863,66354,13970,46584,2571,2486,743,2196
"진해구",192402,99257,93145,187900,96557,91343,4502,2700,1802,81782,80227,36,1519,74545,14463,53812,3246,2311,713,1717
"의령군",25032,12414,12618,24130,11851,12279,902,563,339,12813,12609,24,180,13434,11199,1439,280,366,150,517
"함안군",62409,32899,29510,58304,29603,28701,4105,3296,809,27705,26756,50,899,27914,15355,11006,549,549,455,1288
"창녕군",58804,29810,28994,55259,27468,27791,3545,2342,1203,28100,27217,48,835,28054,19456,6000,843,1370,385,1280
"고성군",48298,24498,23800,46730,23383,23347,1568,1115,453,22820,22398,41,381,24354,17065,5354,477,1008,450,870
"남해군",40491,20138,20353,39334,19174,20160,1157,964,193,20052,19804,30,218,23226,19760,2061,330,518,557,496
"하동군",39542,19615,19927,38862,19323,19539,680,292,388,19608,19438,20,150,20630,16926,2619,404,320,361,788
"산청군",32811,16008,16803,31974,15659,16315,837,349,488,16261,16033,31,197,17271,15044,1372,299,180,376,787
"함양군",36017,17479,18538,35460,17226,18234,557,253,304,17775,17624,24,127,18899,14604,3321,153,457,364,714
"거창군",58702,28951,29751,57774,28468,29306,928,483,445,26919,26693,24,202,27272,17407,8201,580,579,505,877
"합천군",40082,19467,20615,39219,18962,20257,863,505,358,20649,20452,31,166,23559,19923,1952,801,507,376,747
"제주특별자치도",676375,340665,335710,650225,325322,324903,26150,15343,10807,283747,276225,247,7275,252863,97895,80045,31919,36792,6212,20148
"읍부",154606,79775,74831,144418,72927,71491,10188,6848,3340,65116,62667,82,2367,64969,42966,5508,8784,5822,1889,3592
"면부",36397,18878,17519,34382,17520,16862,2015,1358,657,16297,15791,23,483,16585,13061,530,1399,1107,488,919
"동부",485372,242012,243360,471425,234875,236550,13947,7137,6810,202334,197767,142,4425,171309,41868,74007,21736,29863,3835,15637
"제주시",495281,248647,246634,477808,238732,239076,17473,9915,7558,205900,200677,161,5062,177771,62711,60491,20525,29820,4224,15947
"서귀포시",181094,92018,89076,172417,86590,85827,8677,5428,3249,77847,75548,86,2213,75092,35184,19554,11394,6972,1988,4201
